Sample ID,Allo [mg/m3],Alpha Beta Car [mg/m3],Ammonium [μmol/l],Anth [mg/m3],Asta [mg/m3],Average Host Abundance [%],Beta Beta Car [mg/m3],Bleaching [%],Bottom Depth,But Fuco [mg/m3],Cantha [mg/m3],Chlf Ctd,Chlorophyll A [μg/l],Coastal,Conductivity Sm [s/m],Cphl A [mg/m3],Cphl B [mg/m3],Cphl C1 [mg/m3],Cphl C2 [mg/m3],Cphl C3 [mg/m3],Cphlide A [mg/m3],Date Sampled,"Density Ctd [density, kg/m^3]",Depth [m],Diadchr [mg/m3],Diadino [mg/m3],Diato [mg/m3],Dino [mg/m3],Dv Cphl A [mg/m3],Dv Cphl A And Cphl A [mg/m3],Dv Cphl B [mg/m3],Dv Cphl B And Cphl B [mg/m3],Echin [mg/m3],Environment,Fine Sediment [%],Fluorescence [au],Fouling [%],Fouling Organisms,Fuco [mg/m3],Geo Loc [country:subregion],Grazing [%],Grazing Number,Gyro [mg/m3],Hex Fuco [mg/m3],Host Abundance [individuals per m2],Host Abundance Seaweed [mean number ind per m2 +/- se],Host Species,Host State,Information,Inorganic Fraction [mg/l],Keto Hex Fuco [mg/m3],Latitude [decimal degrees],Length [cm],Longitude [decimal degrees],Lut [mg/m3],Lyco [mg/m3],Mg Dvp [mg/m3],Microbial Abundance [cells per ml],Ncbi Bioproject Accession,Ncbi Biosample Accession,Neo [mg/m3],Nitrate Nitrite [μmol/l],Nitrite [μmol/l],No2 [µmol/l],Notes,Npic [mg/l],Npoc [mg/l],Nrs Location Code Voyage Code,Nrs Sample Code,Nrs Trip Code,Organic Fraction [mg/l],Organism,Oxygen Ctd Pelagic [μmol/kg],Oxygen Lab [μmol/l],Pam Fluorometer [pam],Perid [mg/m3],Ph Level [h2o],Phide A [mg/m3],Phosphate [μmol/l],Phytin A [mg/m3],Phytin B [mg/m3],Pn [µmol/l],Poc [µmol/l],Pras [mg/m3],Pressure Bottle,Pyrophide A [mg/m3],Pyrophytin A [mg/m3],Salinity Ctd [psu],Salinity Lab [psu],Sample Site,Sample Type,Samplename Depth,Secchi Depth [m],Silicate [μmol/l],Sio2 [µmol/l],"Temperature [its-90, deg c]","Temperature Ctd [its-90, deg c]",Time Sampled,Total Alkalinity [μmol/kg],Total Carbon [%],Total Co2 [μmol/kg],Total Nitrogen [%],Touching Organisms,Transmittance [%],Tss [mg/l],Turbidity Ctd [nephelometric turbidity units],Viola [mg/m3],Zea [mg/m3]
102.100.100/34829,0.0,0.011,,0.0,0.0,,,,57.0,0.011,0.0,,,,,0.256,0.006,0.0,0.02,0.0,0.025,2016-06-23,1024.7305,10.0,0.0,0.008,0.0,0.0,0.03,0.286,0.0,0.006,0.0,Marine,,,,,0.085,Australia:North Stradbroke Island NRS,,,0.0,0.021,,,,,,0.65,0.0,-27.345,,153.562,0.0,0.0,0.0,,PRJNA385736,SAMN07449460,0.0,,,,(null),,,NSI,NRSNSI20160623_010,NRSNSI20160623,0.55,marine metagenome,,,,0.0,,0.0,,0.0,0.0,,,0.0,10.913,0.0,0.0,35.73,,North Stradbroke Island,Pelagic_Public,102.100.100/34829_10,15.0,,,,22.3194,00:30:00,2339.61,,2022.01,,,,1.1,0.3509,0.0,0.015
102.100.100/34830,,,,,,,,,,,,,,MI_SE_26.2.16_A1,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219282,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34830_2,,,,,,10:00:00,,,,,,,,,,
102.100.100/34831,,,,,,,,,,,,,,MI_SE_26.2.16_A2,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219283,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34831_2,,,,,,10:00:00,,,,,,,,,,
102.100.100/34832,,,,,,,,,,,,,,MI_SE_26.2.16_A3,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219284,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34832_2,,,,,,10:00:00,,,,,,,,,,
102.100.100/34833,,,,,,,,,,,,,,MI_SE_30.3.16_A1,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,0.274461503,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219285,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34833_2,,,,,,10:00:00,,0.239,,0.038,,,,,,
102.100.100/34834,,,,,,,,,,,,,,MI_SE_30.3.16_A2,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,0.274461503,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219286,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34834_2,,,,,,10:00:00,,0.239,,0.038,,,,,,
102.100.100/34835,,,,,,,,,,,,,,MI_SE_30.3.16_A3,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,0.274461503,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219287,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34835_2,,,,,,10:00:00,,0.239,,0.038,,,,,,
102.100.100/34836,,,,,,,,,,,,,,MI_SE_22.4.16_A1,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,0.815245976,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219288,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34836_2,,,,,,10:00:00,,0.195,,0.029,,,,,,
102.100.100/34837,,,,,,,,,,,,,,MI_SE_22.4.16_A2,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,0.815245976,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219289,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34837_2,,,,,,10:00:00,,0.195,,0.029,,,,,,
102.100.100/34838,,,,,,,,,,,,,,MI_SE_22.4.16_A3,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,0.815245976,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219290,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34838_2,,,,,,10:00:00,,0.195,,0.029,,,,,,
102.100.100/34839,,,,,,,,,,,,,,OI_SE_2.5.16_A1,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,0.010007621,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219291,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sediment,102.100.100/34839_2,,,,,,10:00:00,,0.216,,0.029,,,,,,
102.100.100/34840,,,,,,,,,,,,,,OI_SE_2.5.16_A2,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,0.010007621,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219292,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sediment,102.100.100/34840_2,,,,,,10:00:00,,0.216,,0.029,,,,,,
102.100.100/34841,,,,,,,,,,,,,,OI_SE_2.5.16_A3,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,0.010007621,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219293,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sediment,102.100.100/34841_2,,,,,,10:00:00,,0.216,,0.029,,,,,,
102.100.100/34842,,,,,,,,,,,,,,OI_SE_5.4.16_A1,,,,,,,,2016-04-02,,2.0,,,,,,,,,,Marine,0.299300955,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219294,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sediment,102.100.100/34842_2,,,,,,10:00:00,,0.26,,0.038,,,,,,
102.100.100/34843,,,,,,,,,,,,,,OI_SE_5.4.16_A2,,,,,,,,2016-04-02,,2.0,,,,,,,,,,Marine,0.299300955,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219295,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sediment,102.100.100/34843_2,,,,,,10:00:00,,0.26,,0.038,,,,,,
102.100.100/34844,,,,,,,,,,,,,,OI_SE_5.4.16_A3,,,,,,,,2016-04-02,,2.0,,,,,,,,,,Marine,0.299300955,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219296,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sediment,102.100.100/34844_2,,,,,,10:00:00,,0.26,,0.038,,,,,,
102.100.100/34845,,,,,,,,,,,,,,MI_SE_8.6.16_A1,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,0.169494682,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219297,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34845_2,,,,,,10:00:00,,0.267,,0.04,,,,,,
102.100.100/34846,,,,,,,,,,,,,,MI_SE_8.6.16_A2,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,0.169494682,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219298,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34846_2,,,,,,10:00:00,,0.267,,0.04,,,,,,
102.100.100/34847,,,,,,,,,,,,,,MI_SE_8.6.16_A3,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,0.169494682,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219299,,,,,,,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sediment,102.100.100/34847_2,,,,,,10:00:00,,0.267,,0.04,,,,,,
102.100.100/34848,,,,,,,,,,,,,0.313352,MagneticIsland_Geoffrey Bay,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219300,,,,,,24.63691564,1.300530149,,,,,marine metagenome,,,,,,,,,,1.872774913,18.01911333,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34848_2,,,,30.8572,,12:00:00,,,,,,,0.46,,,
102.100.100/34849,,,,,,,,,,,,,0.313352,MagneticIsland_Geoffrey Bay,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219301,,,,,,24.63691564,1.300530149,,,,,marine metagenome,,,,,,,,,,1.872774913,18.01911333,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34849_2,,,,30.8572,,12:00:00,,,,,,,0.46,,,
102.100.100/34850,,,,,,,,,,,,,0.313352,MagneticIsland_Geoffrey Bay,,,,,,,,2016-02-26,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219302,,,,,,24.63691564,1.300530149,,,,,marine metagenome,,,,,,,,,,1.872774913,18.01911333,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34850_2,,,,30.8572,,12:00:00,,,,,,,0.46,,,
102.100.100/34851,,,,,,,,,,,,,0.385112,MagneticIsland_Geoffrey Bay,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219303,,,,,,23.80577969,1.067172768,,,,,marine metagenome,,,,,,,,,,1.991513764,12.330059,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34851_2,,,,29.8672,,12:00:00,,,,,,,2.61,,,
102.100.100/34852,,,,,,,,,,,,,0.385112,MagneticIsland_Geoffrey Bay,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219304,,,,,,23.80577969,1.067172768,,,,,marine metagenome,,,,,,,,,,1.991513764,12.330059,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34852_2,,,,29.8672,,12:00:00,,,,,,,2.61,,,
102.100.100/34853,,,,,,,,,,,,,0.385112,MagneticIsland_Geoffrey Bay,,,,,,,,2016-03-30,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219305,,,,,,23.80577969,1.067172768,,,,,marine metagenome,,,,,,,,,,1.991513764,12.330059,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34853_2,,,,29.8672,,12:00:00,,,,,,,2.61,,,
102.100.100/34854,,,0.28675961,,,,,,,,,,0.12797955,MagneticIsland_Geoffrey Bay,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219306,,0.603009831,,0.059525519,,0.103381334,1.765451982,,,,,marine metagenome,,,,,,,0.083424969,,,0.978718931,8.62878836,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34854_2,,,4.086180711,26.8121,,12:00:00,,,,,,,0.255,,,
102.100.100/34855,,,0.28675961,,,,,,,,,,0.12797955,MagneticIsland_Geoffrey Bay,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219307,,0.603009831,,0.059525519,,0.103381334,1.765451982,,,,,marine metagenome,,,,,,,0.083424969,,,0.978718931,8.62878836,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34855_2,,,4.086180711,26.8121,,12:00:00,,,,,,,0.255,,,
102.100.100/34856,,,0.28675961,,,,,,,,,,0.12797955,MagneticIsland_Geoffrey Bay,,,,,,,,2016-04-22,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219308,,0.603009831,,0.059525519,,0.103381334,1.765451982,,,,,marine metagenome,,,,,,,0.083424969,,,0.978718931,8.62878836,,,,,,,Geoffrey Bay,Coastal water,102.100.100/34856_2,,,4.086180711,26.8121,,12:00:00,,,,,,,0.255,,,
102.100.100/34857,,,0.312282979,,,,,,,,,,0.1870272,OrpheusIsland_Channel,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,750300.0,PRJNA385736,SAMN08219309,,0.542519578,,0.03298646,,0.131092174,1.574833102,,,,,marine metagenome,,,,,,,0.075138645,,,1.256428058,10.02793418,,,,,,35.40305,Channel,Coastal water,102.100.100/34857_2,,,1.985168853,27.4547,,12:00:00,,,,,,,0.755,,,
102.100.100/34858,,,0.312282979,,,,,,,,,,0.1870272,OrpheusIsland_Channel,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,705600.0,PRJNA385736,SAMN08219310,,0.542519578,,0.03298646,,0.131092174,1.574833102,,,,,marine metagenome,,,,,,,0.075138645,,,1.256428058,10.02793418,,,,,,35.40305,Channel,Coastal water,102.100.100/34858_2,,,1.985168853,27.4547,,12:00:00,,,,,,,0.755,,,
102.100.100/34859,,,0.312282979,,,,,,,,,,0.1870272,OrpheusIsland_Channel,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island:Channel,,,,,,,,,,,,-18.574387,,146.496432,,,,720950.0,PRJNA385736,SAMN08219311,,0.542519578,,0.03298646,,0.131092174,1.574833102,,,,,marine metagenome,,,,,,,0.075138645,,,1.256428058,10.02793418,,,,,,35.40305,Channel,Coastal water,102.100.100/34859_2,,,1.985168853,27.4547,,12:00:00,,,,,,,0.755,,,
102.100.100/34860,,,0.213306449,,,,,,,,,,0.3408777,OrpheusIsland_Pioneer Bay,,,,,,,,2016-05-04,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,536100.0,PRJNA385736,SAMN08219312,,0.02,,0.02,,0.026718432,0.879702539,,,,,marine metagenome,,,,,,,0.025519568,,,1.458537426,9.1857299,,,,,,35.36785,Pioneer Bay,Coastal water,102.100.100/34860_2,,,0.06,27.3142,,12:00:00,,,,,,,0.39,,,
102.100.100/34861,,,0.213306449,,,,,,,,,,0.3408777,OrpheusIsland_Pioneer Bay,,,,,,,,2016-05-04,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,583500.0,PRJNA385736,SAMN08219313,,0.02,,0.02,,0.026718432,0.879702539,,,,,marine metagenome,,,,,,,0.025519568,,,1.458537426,9.1857299,,,,,,35.36785,Pioneer Bay,Coastal water,102.100.100/34861_2,,,0.06,27.3142,,12:00:00,,,,,,,0.39,,,
102.100.100/34862,,,0.213306449,,,,,,,,,,0.3408777,OrpheusIsland_Pioneer Bay,,,,,,,,2016-05-04,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Orpheus Island: Pioneer Bay,,,,,,,,,,,,-18.610732,,146.486807,,,,571250.0,PRJNA385736,SAMN08219314,,0.02,,0.02,,0.026718432,0.879702539,,,,,marine metagenome,,,,,,,0.025519568,,,1.458537426,9.1857299,,,,,,35.36785,Pioneer Bay,Coastal water,102.100.100/34862_2,,,0.06,27.3142,,12:00:00,,,,,,,0.39,,,
102.100.100/34863,,,0.217463685,,,,,,,,,,0.3561768,MagneticIsland_Geoffrey Bay,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,672900.0,PRJNA385736,SAMN08219315,,0.369389805,,0.023796617,,0.104788758,1.345453256,,,,,marine metagenome,,,,,,,0.097781823,,,1.50151911,12.62850403,,,,,,35.6875,Geoffrey Bay,Coastal water,102.100.100/34863_2,,,3.381461896,23.8387,,12:00:00,2283.0,,1987.3,,,,0.715,,,
102.100.100/34864,,,0.217463685,,,,,,,,,,0.3561768,MagneticIsland_Geoffrey Bay,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,657600.0,PRJNA385736,SAMN08219316,,0.369389805,,0.023796617,,0.104788758,1.345453256,,,,,marine metagenome,,,,,,,0.097781823,,,1.50151911,12.62850403,,,,,,35.6875,Geoffrey Bay,Coastal water,102.100.100/34864_2,,,3.381461896,23.8387,,12:00:00,2283.0,,1987.3,,,,0.715,,,
102.100.100/34865,,,0.217463685,,,,,,,,,,0.3561768,MagneticIsland_Geoffrey Bay,,,,,,,,2016-06-08,,2.0,,,,,,,,,,Marine,,,,,,Australia: Queensland: Magnetic Island:Geoffrey Bay,,,,,,,,,,,,-19.154109,,146.6426,,,,689700.0,PRJNA385736,SAMN08219317,,0.369389805,,0.023796617,,0.104788758,1.345453256,,,,,marine metagenome,,,,,,,0.097781823,,,1.50151911,12.62850403,,,,,,35.6875,Geoffrey Bay,Coastal water,102.100.100/34865_2,,,3.381461896,23.8387,,12:00:00,2283.0,,1987.3,,,,0.715,,,
102.100.100/34866,,,,,,,,,,,,,,MI_CO_30.3.16_A1,,,,,,,,2016-03-30,,7.5,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219318,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34866_7,,,,,,10:00:00,,,,,,,,,,
102.100.100/34867,,,,,,,,,,,,,,MI_CO_30.3.16_A2,,,,,,,,2016-03-30,,7.6,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219319,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34867_7,,,,,,10:00:00,,,,,,,,,,
102.100.100/34868,,,,,,,,,,,,,,MI_CO_30.3.16_A3,,,,,,,,2016-03-30,,7.6,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219320,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34868_7,,,,,,10:00:00,,,,,,,,,,
102.100.100/34869,,,,,,,,,,,,,,MI_CO_22.4.16_A1,,,,,,,,2016-04-22,,5.9,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219321,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34869_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34870,,,,,,,,,,,,,,MI_CO_22.4.16_A2,,,,,,,,2016-04-22,,5.9,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219322,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34870_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34871,,,,,,,,,,,,,,MI_CO_22.4.16_A3,,,,,,,,2016-04-22,,5.9,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219323,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34871_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34872,,,,,,,,,,,,,,OI_CO_2.5.16_A1,,,,,,,,2016-05-02,,1.5,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219324,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sponge,102.100.100/34872_1,,,,,,10:00:00,,,,,,,,,,
102.100.100/34873,,,,,,,,,,,,,,OI_CO_2.5.16_A2,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219325,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sponge,102.100.100/34873_2,,,,,,10:00:00,,,,,,,,,,
102.100.100/34874,,,,,,,,,,,,,,OI_CO_2.5.16_A3,,,,,,,,2016-05-02,,2.0,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.610732,,146.486807,,,,,PRJNA385736,SAMN08219326,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Pioneer Bay,Sponge,102.100.100/34874_2,,,,,,10:00:00,,,,,,,,,,
102.100.100/34875,,,,,,,,,,,,,,OI_CO_5.4.16_A1,,,,,,,,2016-04-02,,5.6,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219327,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sponge,102.100.100/34875_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34876,,,,,,,,,,,,,,OI_CO_5.4.16_A2,,,,,,,,2016-04-02,,5.8,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219328,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sponge,102.100.100/34876_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34877,,,,,,,,,,,,,,OI_CO_5.4.16_A3,,,,,,,,2016-04-02,,5.4,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-18.574387,,146.496432,,,,,PRJNA385736,SAMN08219329,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Channel,Sponge,102.100.100/34877_5,,,,,,10:00:00,,,,,,,,,,
102.100.100/34878,,,,,,,,,,,,,,MI_CO_8.6.16_A1,,,,,,,,2016-06-08,,6.2,,,,,,,,,,Marine,,,,,,,,,,,,,Coscinoderma matthewsi,(null),,,,-19.154109,,146.6426,,,,,PRJNA385736,SAMN08219330,,,,,(null),,,,,,,marine metagenome,,,,,,,,,,,,,,,,,,inshore reef_Geoffrey Bay,Sponge,102.100.100/34878_6,,,,,,10:00:00,,,,,,,,,,
